Chr	Start	End	Region	GenomeVersion
chr9	100096302	100097445	segmentaldup	GRCh37
chr9	100461154	100463084	segmentaldup	GRCh37
chr9	100559925	100561128	segmentaldup	GRCh37
chr9	101369388	101371428	segmentaldup	GRCh37
chr9	101471422	101482503	segmentaldup	GRCh37
chr9	102067400	102069095	segmentaldup	GRCh37
chr9	102759690	102761445	segmentaldup	GRCh37
chr9	103204181	103213516	segmentaldup	GRCh37
chr9	103493642	103495571	segmentaldup	GRCh37
chr9	103886903	103889760	segmentaldup	GRCh37
chr9	104583820	104585271	segmentaldup	GRCh37
chr9	105967303	105968831	segmentaldup	GRCh37
chr9	106761583	106766677	segmentaldup	GRCh37
chr9	107261938	107264165	segmentaldup	GRCh37
chr9	107360760	107363839	segmentaldup	GRCh37
chr9	107365030	107370008	segmentaldup	GRCh37
chr9	107376696	107380487	segmentaldup	GRCh37
chr9	108288661	108289987	segmentaldup	GRCh37
chr9	108471293	108473004	segmentaldup	GRCh37
chr9	108520328	108527507	segmentaldup	GRCh37
chr9	109931586	109933429	segmentaldup	GRCh37
chr9	110218363	110220594	segmentaldup	GRCh37
chr9	111214426	111216381	segmentaldup	GRCh37
chr9	111701474	111703234	segmentaldup	GRCh37
chr9	112294708	112296753	segmentaldup	GRCh37
chr9	115275730	115278195	segmentaldup	GRCh37
chr9	115820947	115852953	segmentaldup	GRCh37
chr9	115867018	115873961	segmentaldup	GRCh37
chr9	115875171	115882109	segmentaldup	GRCh37
chr9	116022550	116026769	segmentaldup	GRCh37
chr9	116169029	116171264	segmentaldup	GRCh37
chr9	117084245	117090971	segmentaldup	GRCh37
chr9	117091018	117097749	segmentaldup	GRCh37
chr9	117607929	117609091	segmentaldup	GRCh37
chr9	117610666	117612542	segmentaldup	GRCh37
chr9	117644467	117646023	segmentaldup	GRCh37
chr9	121036323	121037459	segmentaldup	GRCh37
chr9	123257036	123259732	segmentaldup	GRCh37
chr9	124281644	124282768	segmentaldup	GRCh37
chr9	125084815	125087365	segmentaldup	GRCh37
chr9	125450475	125452299	segmentaldup	GRCh37
chr9	125600021	125601170	segmentaldup	GRCh37
chr9	126738651	126741385	segmentaldup	GRCh37
chr9	126753317	126756051	segmentaldup	GRCh37
chr9	127488074	127491700	segmentaldup	GRCh37
chr9	127728923	127730728	segmentaldup	GRCh37
chr9	127913775	127914807	segmentaldup	GRCh37
chr9	127956853	127958176	segmentaldup	GRCh37
chr9	128357907	128359255	segmentaldup	GRCh37
chr9	130134427	130136295	segmentaldup	GRCh37
chr9	131013381	131018636	segmentaldup	GRCh37
chr9	131455914	131458670	segmentaldup	GRCh37
chr9	132148663	132186129	segmentaldup	GRCh37
chr9	132208889	132218924	segmentaldup	GRCh37
chr9	132231334	132236881	segmentaldup	GRCh37
chr9	132327410	132336691	segmentaldup	GRCh37
chr9	135894517	135896565	segmentaldup	GRCh37
chr9	135935536	135947286	segmentaldup	GRCh37
chr9	135956012	135962783	segmentaldup	GRCh37
chr9	136079723	136099372	segmentaldup	GRCh37
chr9	136100230	136113128	segmentaldup	GRCh37
chr9	136118445	136121577	segmentaldup	GRCh37
chr9	136178862	136180722	segmentaldup	GRCh37
chr9	136183156	136185567	segmentaldup	GRCh37
chr9	136416913	136453838	segmentaldup	GRCh37
chr9	136876994	136879346	segmentaldup	GRCh37
chr9	136895428	136897168	segmentaldup	GRCh37
chr9	136979512	136984247	segmentaldup	GRCh37
chr9	137356431	137358825	segmentaldup	GRCh37
chr9	137464700	137465725	segmentaldup	GRCh37
chr9	137465787	137466812	segmentaldup	GRCh37
chr9	137474339	137477036	segmentaldup	GRCh37
chr9	138376292	138380489	segmentaldup	GRCh37
chr9	138404574	138417080	segmentaldup	GRCh37
chr9	138425787	138442756	segmentaldup	GRCh37
chr9	138925207	138947342	segmentaldup	GRCh37
chr9	139007288	139008873	segmentaldup	GRCh37
chr9	139098203	139099292	segmentaldup	GRCh37
chr9	139731631	139734105	segmentaldup	GRCh37
chr9	139735052	139741508	segmentaldup	GRCh37
chr9	139956578	139960121	segmentaldup	GRCh37
chr9	140459842	140463060	segmentaldup	GRCh37
chr9	141019504	141153431	segmentaldup	GRCh37
chrX	60000	94821	segmentaldup	GRCh37
chrX	144821	231384	segmentaldup	GRCh37
chrX	281384	1047557	segmentaldup	GRCh37
chrX	1097557	1134113	segmentaldup	GRCh37
chrX	1184113	1264234	segmentaldup	GRCh37
chrX	1314234	2068238	segmentaldup	GRCh37
chrX	2118238	2736927	segmentaldup	GRCh37
chrX	2739960	2742978	segmentaldup	GRCh37
chrX	2745318	2765336	segmentaldup	GRCh37
chrX	2767786	2769792	segmentaldup	GRCh37
chrX	2802673	2810524	segmentaldup	GRCh37
chrX	2814361	2831905	segmentaldup	GRCh37
chrX	2836832	2844027	segmentaldup	GRCh37
chrX	2847050	2859921	segmentaldup	GRCh37
chrX	2951994	2971647	segmentaldup	GRCh37
chrX	3030399	3070456	segmentaldup	GRCh37
chrX	3142070	3160405	segmentaldup	GRCh37
chrX	3193385	3199571	segmentaldup	GRCh37
chrX	3200002	3326084	segmentaldup	GRCh37
chrX	3326179	3332246	segmentaldup	GRCh37
chrX	3346879	3369940	segmentaldup	GRCh37
chrX	3370168	3391462	segmentaldup	GRCh37
chrX	3392188	3401039	segmentaldup	GRCh37
chrX	3407356	3417219	segmentaldup	GRCh37
chrX	3428149	3450048	segmentaldup	GRCh37
chrX	3453926	3455788	segmentaldup	GRCh37
chrX	3457794	3464822	segmentaldup	GRCh37
chrX	3479779	3493012	segmentaldup	GRCh37
chrX	3493363	3500802	segmentaldup	GRCh37
chrX	3522160	3535984	segmentaldup	GRCh37
chrX	3536116	3567624	segmentaldup	GRCh37
chrX	3572996	3586266	segmentaldup	GRCh37
chrX	3587805	3597122	segmentaldup	GRCh37
chrX	3600000	3607322	segmentaldup	GRCh37
chrX	3617960	3634603	segmentaldup	GRCh37
chrX	3678268	3689259	segmentaldup	GRCh37
chrX	3734603	3779453	segmentaldup	GRCh37
chrX	3810145	3856330	segmentaldup	GRCh37
chrX	6445602	6455811	segmentaldup	GRCh37
chrX	6627780	6630135	segmentaldup	GRCh37
chrX	6921926	6962826	segmentaldup	GRCh37
chrX	7607359	7623882	segmentaldup	GRCh37
chrX	7720237	7729608	segmentaldup	GRCh37
chrX	7808894	7820129	segmentaldup	GRCh37
chrX	7941727	7952467	segmentaldup	GRCh37
chrX	8124955	8149387	segmentaldup	GRCh37
chrX	8428058	8438764	segmentaldup	GRCh37
chrX	8438767	8445708	segmentaldup	GRCh37
chrX	8454218	8472171	segmentaldup	GRCh37
chrX	8474369	8512693	segmentaldup	GRCh37
chrX	8647455	8651370	segmentaldup	GRCh37
chrX	8747106	8750140	segmentaldup	GRCh37
chrX	8752591	8768078	segmentaldup	GRCh37
chrX	8768080	8769193	segmentaldup	GRCh37
chrX	8770180	8778156	segmentaldup	GRCh37
chrX	8784530	8786879	segmentaldup	GRCh37
chrX	8786922	8789326	segmentaldup	GRCh37
chrX	8959793	8960987	segmentaldup	GRCh37
chrX	8975949	9001802	segmentaldup	GRCh37
chrX	9167743	9168967	segmentaldup	GRCh37
chrX	9372364	9377114	segmentaldup	GRCh37
chrX	9377133	9382715	segmentaldup	GRCh37
chrX	9521523	9523030	segmentaldup	GRCh37
chrX	10416425	10417479	segmentaldup	GRCh37
chrX	11220030	11228118	segmentaldup	GRCh37
chrX	11232454	11252471	segmentaldup	GRCh37
chrX	12023111	12024304	segmentaldup	GRCh37
chrX	12555996	12563710	segmentaldup	GRCh37
chrX	12601510	12603944	segmentaldup	GRCh37
chrX	12874746	12882559	segmentaldup	GRCh37
chrX	13048886	13063191	segmentaldup	GRCh37
chrX	13726867	13727941	segmentaldup	GRCh37
chrX	13730379	13732624	segmentaldup	GRCh37
chrX	14278610	14281195	segmentaldup	GRCh37
chrX	14852271	14853540	segmentaldup	GRCh37
chrX	15337586	15343277	segmentaldup	GRCh37
chrX	15389306	15390565	segmentaldup	GRCh37
chrX	15570067	15571763	segmentaldup	GRCh37
chrX	15848184	15851132	segmentaldup	GRCh37
chrX	17066430	17069063	segmentaldup	GRCh37
chrX	17116502	17118435	segmentaldup	GRCh37
chrX	17778455	17783070	segmentaldup	GRCh37
chrX	17793009	17795103	segmentaldup	GRCh37
chrX	17884990	17886494	segmentaldup	GRCh37
chrX	18076911	18078325	segmentaldup	GRCh37
chrX	18246889	18248955	segmentaldup	GRCh37
chrX	18249852	18254155	segmentaldup	GRCh37
chrX	20143899	20146429	segmentaldup	GRCh37
chrX	21575167	21576451	segmentaldup	GRCh37
chrX	21875988	21877183	segmentaldup	GRCh37
chrX	21877190	21878385	segmentaldup	GRCh37
chrX	22453618	22457865	segmentaldup	GRCh37
chrX	23094795	23096497	segmentaldup	GRCh37
chrX	23600691	23603279	segmentaldup	GRCh37
chrX	23990572	23993928	segmentaldup	GRCh37
chrX	24058832	24062771	segmentaldup	GRCh37
chrX	24067078	24072331	segmentaldup	GRCh37
chrX	24094837	24096919	segmentaldup	GRCh37
chrX	24152181	24154553	segmentaldup	GRCh37
chrX	24326510	24334513	segmentaldup	GRCh37
chrX	24378362	24385773	segmentaldup	GRCh37
chrX	25048076	25053069	segmentaldup	GRCh37
chrX	25753434	25755690	segmentaldup	GRCh37
chrX	26177090	26184149	segmentaldup	GRCh37
chrX	26210061	26217407	segmentaldup	GRCh37
chrX	26522373	26523564	segmentaldup	GRCh37
chrX	26575746	26577527	segmentaldup	GRCh37
chrX	26704948	26706134	segmentaldup	GRCh37
chrX	26766041	26767800	segmentaldup	GRCh37
chrX	27300122	27301154	segmentaldup	GRCh37
chrX	27302419	27303452	segmentaldup	GRCh37
chrX	27323845	27325769	segmentaldup	GRCh37
chrX	27368545	27369590	segmentaldup	GRCh37
chrX	27533287	27537880	segmentaldup	GRCh37
chrX	27610049	27611969	segmentaldup	GRCh37
chrX	27764968	27769397	segmentaldup	GRCh37
chrX	27994482	27999495	segmentaldup	GRCh37
chrX	28676653	28677658	segmentaldup	GRCh37
chrX	29392427	29393850	segmentaldup	GRCh37
chrX	30248986	30250163	segmentaldup	GRCh37
chrX	30250288	30251900	segmentaldup	GRCh37
chrX	30746844	30748725	segmentaldup	GRCh37
chrX	32223913	32225176	segmentaldup	GRCh37
chrX	34144851	34146440	segmentaldup	GRCh37
chrX	34476799	34478166	segmentaldup	GRCh37
chrX	34674330	34675642	segmentaldup	GRCh37
chrX	34955671	34966777	segmentaldup	GRCh37
chrX	36229134	36230304	segmentaldup	GRCh37
chrX	36737744	36740392	segmentaldup	GRCh37
chrX	36761732	36762750	segmentaldup	GRCh37
chrX	36762751	36764583	segmentaldup	GRCh37
chrX	36861477	36863595	segmentaldup	GRCh37
chrX	36876990	36878216	segmentaldup	GRCh37
chrX	36975525	36976815	segmentaldup	GRCh37
chrX	36979066	36981929	segmentaldup	GRCh37
chrX	36986405	37011392	segmentaldup	GRCh37
chrX	37021502	37033512	segmentaldup	GRCh37
chrX	37047257	37060150	segmentaldup	GRCh37
chrX	37060162	37080734	segmentaldup	GRCh37
chrX	37347501	37368990	segmentaldup	GRCh37
chrX	37372901	37385356	segmentaldup	GRCh37
chrX	37397447	37398790	segmentaldup	GRCh37
chrX	37423405	37454830	segmentaldup	GRCh37
chrX	37608809	37610420	segmentaldup	GRCh37
chrX	37698090	37699905	segmentaldup	GRCh37
chrX	37853348	37855900	segmentaldup	GRCh37
chrX	38746939	38748274	segmentaldup	GRCh37
chrX	39646171	39647467	segmentaldup	GRCh37
chrX	40217698	40219985	segmentaldup	GRCh37
chrX	40478846	40481338	segmentaldup	GRCh37
chrX	40694052	40697053	segmentaldup	GRCh37
chrX	40748441	40750825	segmentaldup	GRCh37
chrX	40795158	40796497	segmentaldup	GRCh37
chrX	40936487	40939502	segmentaldup	GRCh37
chrX	41180763	41182702	segmentaldup	GRCh37
chrX	41207889	41209464	segmentaldup	GRCh37
chrX	41533104	41535844	segmentaldup	GRCh37
chrX	43136613	43138914	segmentaldup	GRCh37
chrX	43266290	43267996	segmentaldup	GRCh37
chrX	43331533	43334104	segmentaldup	GRCh37
chrX	43760292	43762994	segmentaldup	GRCh37
chrX	43889985	43891037	segmentaldup	GRCh37
chrX	44142971	44148422	segmentaldup	GRCh37
chrX	44166615	44168928	segmentaldup	GRCh37
chrX	44300092	44305784	segmentaldup	GRCh37
chrX	44335200	44336716	segmentaldup	GRCh37
chrX	44492714	44495311	segmentaldup	GRCh37
chrX	44600254	44601283	segmentaldup	GRCh37
chrX	45387071	45388100	segmentaldup	GRCh37
chrX	45491302	45493054	segmentaldup	GRCh37
chrX	45842756	45843804	segmentaldup	GRCh37
chrX	46298934	46300221	segmentaldup	GRCh37
chrX	46312894	46314585	segmentaldup	GRCh37
chrX	46420740	46422183	segmentaldup	GRCh37
chrX	46583586	46584646	segmentaldup	GRCh37
chrX	47125454	47128637	segmentaldup	GRCh37
chrX	47185309	47188815	segmentaldup	GRCh37
chrX	47369193	47373779	segmentaldup	GRCh37
chrX	47494919	47498739	segmentaldup	GRCh37
chrX	47663516	47668107	segmentaldup	GRCh37
chrX	47699517	47701110	segmentaldup	GRCh37
chrX	47764920	47765952	segmentaldup	GRCh37
chrX	47813153	47818107	segmentaldup	GRCh37
chrX	47863712	47880165	segmentaldup	GRCh37
chrX	47886835	47892386	segmentaldup	GRCh37
chrX	47950308	47952087	segmentaldup	GRCh37
chrX	47954379	47956363	segmentaldup	GRCh37
chrX	47962466	47986572	segmentaldup	GRCh37
chrX	47986581	48002428	segmentaldup	GRCh37
chrX	48003826	48007822	segmentaldup	GRCh37
chrX	48009870	48013857	segmentaldup	GRCh37
chrX	48016621	48095047	segmentaldup	GRCh37
chrX	48095490	48302334	segmentaldup	GRCh37
chrX	48302366	48306151	segmentaldup	GRCh37
chrX	49012183	49013780	segmentaldup	GRCh37
chrX	49019136	49020712	segmentaldup	GRCh37
chrX	49156988	49242997	segmentaldup	GRCh37
chrX	49292997	49369395	segmentaldup	GRCh37
chrX	49396229	49397997	segmentaldup	GRCh37
chrX	49428354	49433292	segmentaldup	GRCh37
chrX	49600788	49601995	segmentaldup	GRCh37
chrX	49642332	49643551	segmentaldup	GRCh37
chrX	50648354	50649368	segmentaldup	GRCh37
chrX	50733225	50736330	segmentaldup	GRCh37
chrX	50739121	50783102	segmentaldup	GRCh37
chrX	50820685	50824322	segmentaldup	GRCh37
chrX	50896906	50926840	segmentaldup	GRCh37
chrX	51033770	51039279	segmentaldup	GRCh37
chrX	51057406	51074390	segmentaldup	GRCh37
chrX	51074645	51077463	segmentaldup	GRCh37
chrX	51237624	51240476	segmentaldup	GRCh37
chrX	51243009	51268977	segmentaldup	GRCh37
chrX	51360448	51361889	segmentaldup	GRCh37
chrX	51410256	51436001	segmentaldup	GRCh37
chrX	51443400	51468760	segmentaldup	GRCh37
chrX	51612582	51616142	segmentaldup	GRCh37
chrX	51646490	51647631	segmentaldup	GRCh37
chrX	51662863	51665472	segmentaldup	GRCh37
chrX	51780148	51811754	segmentaldup	GRCh37
chrX	51928532	51956913	segmentaldup	GRCh37
chrX	52005424	52009218	segmentaldup	GRCh37
chrX	52009883	52012028	segmentaldup	GRCh37
chrX	52079463	52084033	segmentaldup	GRCh37
chrX	52103259	52395914	segmentaldup	GRCh37
chrX	52445914	52578895	segmentaldup	GRCh37
chrX	52627301	52633323	segmentaldup	GRCh37
chrX	52633328	52818296	segmentaldup	GRCh37
chrX	52818298	52824581	segmentaldup	GRCh37
chrX	52825660	52837913	segmentaldup	GRCh37
chrX	52841287	52850418	segmentaldup	GRCh37
chrX	52852152	52886726	segmentaldup	GRCh37
chrX	52891964	52951898	segmentaldup	GRCh37
chrX	52963262	53006000	segmentaldup	GRCh37
chrX	53170869	53173104	segmentaldup	GRCh37
chrX	53185974	53188290	segmentaldup	GRCh37
chrX	53363454	53369060	segmentaldup	GRCh37
chrX	53783214	53789742	segmentaldup	GRCh37
chrX	53793055	53798025	segmentaldup	GRCh37
chrX	54370105	54372708	segmentaldup	GRCh37
chrX	54800000	54816947	segmentaldup	GRCh37
chrX	54845363	54869088	segmentaldup	GRCh37
chrX	54959863	54961004	segmentaldup	GRCh37
chrX	54976402	54978594	segmentaldup	GRCh37
chrX	55098693	55108916	segmentaldup	GRCh37
chrX	55113956	55120478	segmentaldup	GRCh37
chrX	55208021	55209612	segmentaldup	GRCh37
chrX	55245091	55250672	segmentaldup	GRCh37
chrX	55303729	55314487	segmentaldup	GRCh37
chrX	55479962	55506574	segmentaldup	GRCh37
chrX	55519496	55546105	segmentaldup	GRCh37
chrX	55658300	55678559	segmentaldup	GRCh37
chrX	55678954	55690853	segmentaldup	GRCh37
chrX	56338854	56341382	segmentaldup	GRCh37
chrX	56759749	56763920	segmentaldup	GRCh37
chrX	56794598	56809837	segmentaldup	GRCh37
chrX	57143033	57147960	segmentaldup	GRCh37
chrX	57158752	57163927	segmentaldup	GRCh37
chrX	57600296	57621161	segmentaldup	GRCh37
chrX	57934186	57956094	segmentaldup	GRCh37
chrX	58001960	58004881	segmentaldup	GRCh37
chrX	58011041	58012761	segmentaldup	GRCh37
chrX	61998645	61999948	segmentaldup	GRCh37
chrX	62347592	62400000	segmentaldup	GRCh37
chrX	62418296	62470907	segmentaldup	GRCh37
chrX	62517552	62519545	segmentaldup	GRCh37
chrX	63528052	63529343	segmentaldup	GRCh37
chrX	63653259	63655554	segmentaldup	GRCh37
chrX	63832083	63833173	segmentaldup	GRCh37
chrX	63915871	63918116	segmentaldup	GRCh37
chrX	64071223	64072285	segmentaldup	GRCh37
chrX	64104638	64107794	segmentaldup	GRCh37
chrX	64525051	64526079	segmentaldup	GRCh37
chrX	64626506	64627986	segmentaldup	GRCh37
chrX	64738719	64740154	segmentaldup	GRCh37
chrX	64768632	64770897	segmentaldup	GRCh37
chrX	64876317	64877767	segmentaldup	GRCh37
chrX	64958385	64961789	segmentaldup	GRCh37
chrX	64991604	64993661	segmentaldup	GRCh37
chrX	65003048	65006274	segmentaldup	GRCh37
chrX	65014806	65017871	segmentaldup	GRCh37
chrX	65038092	65042016	segmentaldup	GRCh37
chrX	65175446	65177186	segmentaldup	GRCh37
chrX	65272920	65275732	segmentaldup	GRCh37
chrX	65292362	65296205	segmentaldup	GRCh37
chrX	67168552	67169742	segmentaldup	GRCh37
chrX	67290188	67291618	segmentaldup	GRCh37
chrX	67353273	67355168	segmentaldup	GRCh37
chrX	67849403	67851115	segmentaldup	GRCh37
chrX	67907883	67909594	segmentaldup	GRCh37
chrX	68003219	68006274	segmentaldup	GRCh37
chrX	68393852	68395072	segmentaldup	GRCh37
chrX	69155316	69158017	segmentaldup	GRCh37
chrX	69574350	69575668	segmentaldup	GRCh37
chrX	70260045	70265331	segmentaldup	GRCh37
chrX	70569342	70572518	segmentaldup	GRCh37
chrX	70633685	70636868	segmentaldup	GRCh37
chrX	70639081	70640779	segmentaldup	GRCh37
chrX	70740261	70741344	segmentaldup	GRCh37
chrX	70741927	70743008	segmentaldup	GRCh37
chrX	70810603	70812748	segmentaldup	GRCh37
chrX	70812814	70814958	segmentaldup	GRCh37
chrX	70899842	71025014	segmentaldup	GRCh37
chrX	71074172	71077467	segmentaldup	GRCh37
chrX	71880309	71881587	segmentaldup	GRCh37
chrX	71900446	71902808	segmentaldup	GRCh37
chrX	71955011	72210791	segmentaldup	GRCh37
chrX	72215903	72225399	segmentaldup	GRCh37
chrX	72297318	72306797	segmentaldup	GRCh37
chrX	72442891	72446122	segmentaldup	GRCh37
chrX	72742319	72744906	segmentaldup	GRCh37
chrX	72904152	72906941	segmentaldup	GRCh37
chrX	72988923	72991315	segmentaldup	GRCh37
chrX	73285572	73287219	segmentaldup	GRCh37
chrX	73327653	73328653	segmentaldup	GRCh37
chrX	73379452	73382360	segmentaldup	GRCh37
chrX	73398338	73399738	segmentaldup	GRCh37
chrX	73405761	73409849	segmentaldup	GRCh37
chrX	73535889	73545703	segmentaldup	GRCh37
chrX	73615795	73619472	segmentaldup	GRCh37
chrX	73692502	73693853	segmentaldup	GRCh37
chrX	73712297	73719959	segmentaldup	GRCh37
chrX	73809238	73812898	segmentaldup	GRCh37
chrX	73888143	73890215	segmentaldup	GRCh37
chrX	74544979	74547836	segmentaldup	GRCh37
chrX	74755322	74757498	segmentaldup	GRCh37
chrX	74768300	74773217	segmentaldup	GRCh37
chrX	74804754	74815153	segmentaldup	GRCh37
chrX	74958839	74960803	segmentaldup	GRCh37
chrX	74962345	74963414	segmentaldup	GRCh37
chrX	75040182	75041358	segmentaldup	GRCh37
chrX	75107461	75109900	segmentaldup	GRCh37
chrX	75249638	75251764	segmentaldup	GRCh37
chrX	76373905	76375332	segmentaldup	GRCh37
chrX	76761193	76763069	segmentaldup	GRCh37
chrX	77223445	77225147	segmentaldup	GRCh37
chrX	77385279	77387273	segmentaldup	GRCh37
chrX	77427831	77429123	segmentaldup	GRCh37
chrX	77451729	77453021	segmentaldup	GRCh37
chrX	78578821	78580698	segmentaldup	GRCh37
chrX	78765591	78766643	segmentaldup	GRCh37
chrX	79817119	79818181	segmentaldup	GRCh37
chrX	79824933	79827514	segmentaldup	GRCh37
chrX	80184931	80186713	segmentaldup	GRCh37
chrX	80209941	80218854	segmentaldup	GRCh37
chrX	80255499	80259716	segmentaldup	GRCh37
chrX	80951448	80953186	segmentaldup	GRCh37
chrX	81752264	81753394	segmentaldup	GRCh37
chrX	82254197	82255216	segmentaldup	GRCh37
chrX	82800000	82804262	segmentaldup	GRCh37
chrX	83002457	83005110	segmentaldup	GRCh37
chrX	84010075	84012650	segmentaldup	GRCh37
chrX	84096473	84098703	segmentaldup	GRCh37
chrX	84099075	84110627	segmentaldup	GRCh37
chrX	84128287	84139890	segmentaldup	GRCh37
chrX	84144219	84146093	segmentaldup	GRCh37
chrX	85414977	85416353	segmentaldup	GRCh37
chrX	85751439	85753273	segmentaldup	GRCh37
chrX	86958257	86959307	segmentaldup	GRCh37
chrX	87349920	87352259	segmentaldup	GRCh37
chrX	88456801	88627627	segmentaldup	GRCh37
chrX	88628654	88987546	segmentaldup	GRCh37
chrX	88997812	89230042	segmentaldup	GRCh37
chrX	89292869	89294524	segmentaldup	GRCh37
chrX	89350776	89530029	segmentaldup	GRCh37
chrX	89531316	90287370	segmentaldup	GRCh37
chrX	90400000	90510741	segmentaldup	GRCh37
chrX	90734249	90970633	segmentaldup	GRCh37
chrX	90995845	91427867	segmentaldup	GRCh37
chrX	91538923	92375509	segmentaldup	GRCh37
chrX	92476834	92478484	segmentaldup	GRCh37
chrX	92542308	92543842	segmentaldup	GRCh37
chrX	93585129	93586218	segmentaldup	GRCh37
chrX	94719050	94720129	segmentaldup	GRCh37
chrX	94754775	94755888	segmentaldup	GRCh37
chrX	95226739	95228431	segmentaldup	GRCh37
chrX	98974115	98976188	segmentaldup	GRCh37
chrX	99193211	99195292	segmentaldup	GRCh37
chrX	99410804	99411852	segmentaldup	GRCh37
chrX	100057862	100059587	segmentaldup	GRCh37
chrX	100109562	100111433	segmentaldup	GRCh37
chrX	100141671	100143662	segmentaldup	GRCh37
chrX	100165605	100166613	segmentaldup	GRCh37
chrX	100212238	100214304	segmentaldup	GRCh37
chrX	100225997	100228485	segmentaldup	GRCh37
chrX	100382027	100387458	segmentaldup	GRCh37
chrX	100391540	100393255	segmentaldup	GRCh37
chrX	100396667	100399949	segmentaldup	GRCh37
chrX	100600648	100601649	segmentaldup	GRCh37
chrX	100666923	100669113	segmentaldup	GRCh37
chrX	100750798	100752067	segmentaldup	GRCh37
chrX	100789622	100792554	segmentaldup	GRCh37
chrX	100809693	100810930	segmentaldup	GRCh37
chrX	100815453	100816883	segmentaldup	GRCh37
chrX	100852487	100857177	segmentaldup	GRCh37
chrX	100866579	100871269	segmentaldup	GRCh37
chrX	100883667	100884752	segmentaldup	GRCh37
chrX	100924064	100925640	segmentaldup	GRCh37
chrX	100961548	100963139	segmentaldup	GRCh37
chrX	100975433	100976487	segmentaldup	GRCh37
chrX	101031986	101035627	segmentaldup	GRCh37
chrX	101045627	101049462	segmentaldup	GRCh37
chrX	101051749	101060659	segmentaldup	GRCh37
chrX	101078377	101102852	segmentaldup	GRCh37
chrX	101166502	101167996	segmentaldup	GRCh37
chrX	101379784	101382547	segmentaldup	GRCh37
chrX	101395320	101398315	segmentaldup	GRCh37
chrX	101427321	101441376	segmentaldup	GRCh37
chrX	101452530	101593093	segmentaldup	GRCh37
chrX	101595244	101603799	segmentaldup	GRCh37
chrX	101603857	101744479	segmentaldup	GRCh37
chrX	101800487	101802227	segmentaldup	GRCh37
chrX	101819118	101820453	segmentaldup	GRCh37
chrX	101904708	101908972	segmentaldup	GRCh37
chrX	101914490	101916769	segmentaldup	GRCh37
chrX	101965662	101969928	segmentaldup	GRCh37
chrX	101975258	101977518	segmentaldup	GRCh37
chrX	102000074	102001651	segmentaldup	GRCh37
chrX	102003624	102007367	segmentaldup	GRCh37
chrX	102120856	102122847	segmentaldup	GRCh37
chrX	102190370	102196101	segmentaldup	GRCh37
chrX	102333391	102334859	segmentaldup	GRCh37
chrX	102335680	102337060	segmentaldup	GRCh37
chrX	102342090	102347290	segmentaldup	GRCh37
chrX	102751825	102757957	segmentaldup	GRCh37
chrX	102840968	102842312	segmentaldup	GRCh37
chrX	102862311	102864978	segmentaldup	GRCh37
chrX	102905352	102906699	segmentaldup	GRCh37
chrX	102930425	102931963	segmentaldup	GRCh37
chrX	103172644	103200000	segmentaldup	GRCh37
chrX	103215888	103216962	segmentaldup	GRCh37
chrX	103223668	103244008	segmentaldup	GRCh37
chrX	103303996	103324337	segmentaldup	GRCh37
chrX	103338726	103358289	segmentaldup	GRCh37
chrX	103437466	103440568	segmentaldup	GRCh37
chrX	103891713	103892741	segmentaldup	GRCh37
chrX	104069594	104070808	segmentaldup	GRCh37
chrX	104650183	104653561	segmentaldup	GRCh37
chrX	105489776	105521936	segmentaldup	GRCh37
chrX	105530842	105545939	segmentaldup	GRCh37
chrX	105570760	105572816	segmentaldup	GRCh37
chrX	106250631	106253746	segmentaldup	GRCh37
chrX	106375219	106378918	segmentaldup	GRCh37
chrX	106565926	106571042	segmentaldup	GRCh37
chrX	106593789	106595101	segmentaldup	GRCh37
chrX	106893167	106894199	segmentaldup	GRCh37
chrX	107327436	107331328	segmentaldup	GRCh37
chrX	107396871	107397891	segmentaldup	GRCh37
chrX	107618920	107620619	segmentaldup	GRCh37
chrX	107627044	107628300	segmentaldup	GRCh37
chrX	108884563	108886081	segmentaldup	GRCh37
chrX	109107626	109109194	segmentaldup	GRCh37
chrX	109497187	109498387	segmentaldup	GRCh37
chrX	109677154	109678802	segmentaldup	GRCh37
chrX	109764353	109766139	segmentaldup	GRCh37
chrX	110860865	110864745	segmentaldup	GRCh37
chrX	111101744	111105715	segmentaldup	GRCh37
chrX	111623834	111626784	segmentaldup	GRCh37
chrX	111812952	111814144	segmentaldup	GRCh37
chrX	111891976	111893200	segmentaldup	GRCh37
chrX	114009143	114011351	segmentaldup	GRCh37
chrX	114167579	114169020	segmentaldup	GRCh37
chrX	114937108	114938525	segmentaldup	GRCh37
chrX	114952684	114953710	segmentaldup	GRCh37
chrX	114959629	114983095	segmentaldup	GRCh37
chrX	114983503	115006054	segmentaldup	GRCh37
chrX	115060730	115062660	segmentaldup	GRCh37
chrX	115235611	115239747	segmentaldup	GRCh37
chrX	115575919	115582962	segmentaldup	GRCh37
chrX	115584005	115587431	segmentaldup	GRCh37
chrX	115802989	115806394	segmentaldup	GRCh37
chrX	115807338	115814436	segmentaldup	GRCh37
chrX	116024879	116026179	segmentaldup	GRCh37
chrX	116097016	116098502	segmentaldup	GRCh37
chrX	116408516	116410070	segmentaldup	GRCh37
chrX	116531886	116535211	segmentaldup	GRCh37
chrX	117618261	117621289	segmentaldup	GRCh37
